Date,Time,"Water Content (S-SMC 9927044:10659713-1), m^3/m^3","Pressure (S-BPB 9927044:10661037-1), inHg","Voltage (91-U30-CVIA 9927044:9896946-1), V","RH (S-THB 9927044:9909397-2), %","Wetness (S-LWA 9927044:9895688-1), %","Dew Point (S-THB 9927044:9909397-3), *F","Battery (U30 BATTERY 9927044:9927044-B), V","Wind Direction (S-WCA 9927044:9907761-3), *","Temperature (S-TMB 9927044:9912395-1), *F","Temperature (S-THB 9927044:9909397-1), *F","Wind Speed (S-WCA 9927044:9907761-1), mph","Solar Radiation (S-LIB 9927044:9903142-1), W/m^2","Rain (S-RGA 9927044:9917722-1), in","Current (91-U30-CVIA 9927044:9896946-2), mA","Gust Speed (S-WCA 9927044:9907761-2), mph"
12/16/16,04:00:00,0.1158,30.039,-0.204,35.80,0.0,-16.89,4.30,303,-888.88,4.23,7.5,1,0.00,0.006,14.5
12/16/16,04:15:00,0.1150,30.045,-0.204,35.80,0.0,-16.96,4.32,303,-888.88,4.16,7.9,1,0.00,0.006,16.6
12/16/16,04:30:00,0.1143,30.054,-0.204,36.30,0.0,-16.82,4.32,293,-888.88,4.02,7.5,1,0.00,0.006,17.0
12/16/16,04:45:00,0.1129,30.063,-0.204,36.40,0.0,-16.91,4.33,299,-888.88,3.87,7.1,1,0.00,0.006,19.5
12/16/16,05:00:00,0.1121,30.069,-0.204,36.10,0.0,-17.12,4.30,298,-888.88,3.80,7.9,1,0.00,0.006,22.4
12/16/16,05:15:00,0.1114,30.095,-0.204,36.50,0.0,-16.91,4.32,296,-888.88,3.80,6.2,1,0.00,0.006,15.8
12/16/16,05:30:00,0.1100,30.101,-0.204,36.50,0.0,-17.10,4.32,295,-888.88,3.58,7.1,1,0.00,0.006,14.9
12/16/16,05:45:00,0.1092,30.110,-0.204,37.30,0.0,-16.76,4.29,292,-888.88,3.50,6.2,1,0.00,0.006,14.9
12/16/16,06:00:00,0.1085,30.125,-0.204,37.00,0.0,-16.98,4.30,295,-888.88,3.43,7.1,1,0.00,0.006,15.4
12/16/16,06:15:00,0.1078,30.134,-0.204,37.40,0.0,-16.83,4.31,298,-888.88,3.36,6.6,1,0.00,0.006,15.4
12/16/16,06:30:00,0.1063,30.146,-0.204,37.80,0.0,-16.69,4.32,296,-888.88,3.28,7.1,1,0.00,0.006,14.5
12/16/16,06:45:00,0.1056,30.166,-0.204,38.30,0.0,-16.51,4.29,298,-888.88,3.21,5.0,2,0.00,0.006,11.6
12/16/16,07:00:00,0.1049,30.169,-0.204,38.90,0.0,-16.20,4.30,295,-888.88,3.21,8.3,7,0.00,0.006,15.8
12/16/16,07:15:00,0.1049,30.178,-0.204,39.40,0.0,-16.02,4.31,299,-888.88,3.13,6.2,13,0.00,0.006,17.0
12/16/16,07:30:00,0.1042,30.199,-0.204,39.70,0.0,-15.74,4.35,307,-888.88,3.28,4.2,44,0.00,0.006,10.0
12/16/16,07:45:00,0.1027,30.211,-0.204,39.60,0.0,-15.39,4.54,295,-888.88,3.72,5.4,93,0.00,0.006,14.1
12/16/16,08:00:00,0.1020,30.211,-0.204,38.90,0.0,-15.54,4.54,286,-888.88,3.94,8.3,138,0.00,0.006,16.2
12/16/16,08:15:00,0.1012,30.208,-0.204,38.30,0.0,-15.52,4.54,298,-888.88,4.31,9.1,169,0.00,0.006,17.0
12/16/16,08:30:00,0.1005,30.217,-0.204,38.10,0.0,-14.84,4.56,303,-888.88,5.17,5.4,201,0.00,0.006,11.2
12/16/16,08:45:00,0.0998,30.225,-0.204,37.20,0.0,-15.18,4.56,324,-888.88,5.31,6.6,232,0.00,0.006,12.9
12/16/16,09:00:00,0.0991,30.234,-0.204,36.10,0.0,-14.75,4.57,303,-888.88,6.44,6.6,259,0.00,0.006,15.4
12/16/16,09:15:00,0.0983,30.234,-0.204,34.80,0.0,-16.10,4.59,326,-888.88,5.74,8.3,284,0.00,0.006,16.2
12/16/16,09:30:00,0.0983,30.234,-0.204,34.20,0.0,-15.48,4.59,310,-888.88,6.79,6.6,312,0.00,0.006,12.9
12/16/16,09:45:00,0.0976,30.240,-0.204,33.60,0.0,-15.52,4.57,309,-888.88,7.14,7.1,331,0.00,0.006,14.1
12/16/16,10:00:00,0.0969,30.249,-0.204,33.20,0.0,-15.70,4.59,338,-888.88,7.21,7.1,351,0.00,0.006,12.5
12/16/16,10:15:00,0.0969,30.252,-0.204,33.00,0.0,-14.42,4.59,312,-888.88,8.78,5.4,369,0.00,0.006,9.5
12/16/16,10:30:00,0.0962,30.252,-0.204,32.30,0.0,-14.96,4.59,331,-888.88,8.64,5.4,379,0.00,0.006,12.5
12/16/16,10:45:00,0.0962,30.249,-0.204,32.50,0.0,-14.06,4.57,326,-888.88,9.52,4.6,391,0.00,0.006,10.8
12/16/16,11:00:00,0.0962,30.249,-0.204,33.00,0.0,-13.77,4.59,268,-888.88,9.52,5.4,397,0.00,0.006,11.6
12/16/16,11:15:00,0.0962,30.252,-0.204,33.20,0.0,-13.11,4.59,268,-888.88,10.11,5.8,401,0.00,0.006,10.8
12/16/16,11:30:00,0.0962,30.252,-0.204,32.60,0.0,-13.13,4.59,258,-888.88,10.51,7.5,406,0.00,0.006,15.8
12/16/16,11:45:00,0.0962,30.252,-0.204,31.70,0.0,-12.75,4.57,268,-888.88,11.55,6.2,402,0.00,0.006,16.2
12/16/16,12:00:00,0.0954,30.252,-0.204,30.70,0.0,-13.40,4.59,277,-888.88,11.55,6.6,394,0.00,0.006,12.9
12/16/16,12:15:00,0.0954,30.252,-0.204,30.40,0.0,-12.62,4.59,272,-888.88,12.64,6.2,386,0.00,0.006,11.2
12/16/16,12:30:00,0.0954,30.249,-0.204,30.50,0.0,-11.96,4.59,277,-888.88,13.33,6.6,374,0.00,0.006,14.5
12/16/16,12:45:00,0.0947,30.243,-0.204,31.00,0.0,-11.24,4.59,272,-888.88,13.77,6.2,362,0.00,0.006,9.5
12/16/16,13:00:00,0.0947,30.240,-0.204,31.20,0.0,-10.39,4.59,263,-888.88,14.58,5.8,343,0.00,0.006,9.5
12/16/16,13:15:00,0.0947,30.234,-0.204,31.30,0.0,-9.63,4.59,278,-888.88,15.38,5.4,326,0.00,0.006,9.5
12/16/16,13:30:00,0.0947,30.228,-0.204,31.20,0.0,-9.09,4.59,272,-888.88,16.04,3.3,304,0.00,0.006,7.5
12/16/16,13:45:00,0.0940,30.231,-0.204,31.30,0.0,-7.62,4.59,261,-888.88,17.66,3.7,283,0.00,0.006,8.3
12/16/16,14:00:00,0.0933,30.228,-0.204,32.50,0.0,-6.57,4.59,279,-888.88,17.95,5.8,241,0.00,0.006,13.3
12/16/16,14:15:00,0.0933,30.225,-0.204,33.40,0.0,-5.13,4.59,267,-888.88,18.95,6.6,229,0.00,0.006,14.5
12/16/16,14:30:00,0.0933,30.228,-0.204,33.50,0.0,-5.17,4.59,264,-888.88,18.83,6.2,194,0.00,0.006,14.1
12/16/16,14:45:00,0.0925,30.234,-0.204,34.20,0.0,-4.76,4.57,271,-888.88,18.83,6.2,141,0.00,0.006,10.8
12/16/16,15:00:00,0.0925,30.237,-0.204,35.30,0.0,-4.50,4.59,258,-888.88,18.36,5.8,117,0.00,0.006,12.5
12/16/16,15:15:00,0.0918,30.240,-0.204,36.10,0.0,-4.09,4.59,263,-888.88,18.31,5.4,22,0.00,0.006,10.0
12/16/16,15:30:00,0.0911,30.243,-0.204,37.90,0.0,-3.08,4.59,267,-888.88,18.31,4.6,16,0.00,0.006,7.9
12/16/16,15:45:00,0.0911,30.249,-0.204,39.40,0.0,-2.49,4.53,263,-888.88,18.07,4.6,7,0.00,0.006,9.5
12/16/16,16:00:00,0.0904,30.249,-0.204,40.80,0.0,-2.02,4.51,250,-888.88,17.78,3.7,2,0.00,0.006,10.4
12/16/16,16:15:00,0.0904,30.252,-0.204,41.90,0.0,-1.46,4.51,239,-888.88,17.78,3.3,1,0.00,0.006,6.2
12/16/16,16:30:00,0.0896,30.264,-0.204,42.80,0.0,-0.96,4.51,236,-888.88,17.84,2.9,1,0.00,0.006,6.2
12/16/16,16:45:00,0.0889,30.276,-0.204,43.60,0.0,-0.78,4.46,225,-888.88,17.60,2.1,1,0.00,0.006,5.0
12/16/16,17:00:00,0.0882,30.282,-0.204,45.20,0.0,-0.51,4.46,190,-888.88,17.06,1.7,1,0.00,0.006,4.2
12/16/16,17:15:00,0.0882,30.279,-0.204,46.10,0.0,0.23,4.46,215,-888.88,17.42,2.1,1,0.00,0.006,4.6
12/16/16,17:30:00,0.0874,30.279,-0.204,47.20,0.0,0.41,4.46,201,-888.88,17.06,2.5,1,0.00,0.006,5.8
12/16/16,17:45:00,0.0867,30.279,-0.204,48.00,0.0,0.93,4.43,218,-888.88,17.24,3.3,1,0.00,0.006,6.2
12/16/16,18:00:00,0.0867,30.284,-0.204,49.20,0.0,1.72,4.43,209,-888.88,17.54,3.3,1,0.00,0.006,8.3
12/16/16,18:15:00,0.0860,30.284,-0.204,50.40,0.0,2.14,4.43,223,-888.88,17.42,4.2,1,0.00,0.006,9.5
12/16/16,18:30:00,0.0860,30.290,-0.204,51.80,0.0,2.73,4.43,223,-888.88,17.42,5.0,1,0.00,0.006,10.0
12/16/16,18:45:00,0.0853,30.293,-0.204,52.60,0.0,2.95,4.39,232,-888.88,17.30,4.6,1,0.00,0.006,9.1
12/16/16,19:00:00,0.0853,30.299,-0.204,53.30,0.0,2.95,4.39,226,-888.88,17.01,3.7,1,0.00,0.006,7.1
12/16/16,19:15:00,0.0838,30.305,-0.204,54.20,0.0,3.36,4.44,223,-888.88,17.06,2.5,1,0.00,0.006,5.0
12/16/16,19:30:00,0.0838,30.302,-0.204,54.80,0.6,3.27,4.39,216,-888.88,16.71,1.7,1,0.00,0.006,4.6
12/16/16,19:45:00,0.0831,30.293,-0.204,55.90,0.6,3.07,4.35,212,-888.88,16.04,0.4,1,0.00,0.006,2.9
12/16/16,20:00:00,0.0824,30.299,-0.204,57.80,1.2,3.63,4.36,234,-888.88,15.86,0.8,1,0.00,0.006,4.6
12/16/16,20:15:00,0.0816,30.293,-0.204,58.20,2.9,4.23,4.36,230,-888.88,16.35,1.7,1,0.00,0.006,5.4
12/16/16,20:30:00,0.0809,30.287,-0.204,59.20,7.1,3.97,4.36,233,-888.88,15.68,0.4,1,0.00,0.006,5.8
12/16/16,20:45:00,0.0809,30.279,-0.204,60.30,1.2,4.89,4.34,232,-888.88,16.23,0.4,1,0.00,0.006,4.6
12/16/16,21:00:00,0.0802,30.279,-0.204,59.20,1.2,5.40,4.34,223,-888.88,17.18,2.9,1,0.00,0.006,5.4
12/16/16,21:15:00,0.0802,30.279,-0.204,58.00,1.2,5.05,4.36,219,-888.88,17.30,2.5,1,0.00,0.006,6.2
12/16/16,21:30:00,0.0795,30.279,-0.204,58.30,1.2,5.18,4.35,213,-888.88,17.30,3.3,1,0.00,0.006,6.6
12/16/16,21:45:00,0.0795,30.279,-0.204,58.00,1.2,4.89,4.32,204,-888.88,17.12,2.1,1,0.00,0.006,5.0
12/16/16,22:00:00,0.0787,30.273,-0.204,58.30,1.2,4.95,4.33,197,-888.88,17.06,0.4,1,0.00,0.006,4.2
12/16/16,22:15:00,0.0787,30.267,-0.204,59.00,1.2,5.54,4.34,194,-888.88,17.42,0.8,1,0.00,0.006,5.8
12/16/16,22:30:00,0.0787,30.264,-0.204,59.30,1.2,5.88,4.34,195,-888.88,17.66,2.1,1,0.00,0.006,5.4
12/16/16,22:45:00,0.0787,30.267,-0.204,60.00,1.2,6.30,4.32,187,-888.88,17.84,1.2,1,0.00,0.006,4.2
12/16/16,23:00:00,0.0787,30.264,-0.204,60.20,1.2,6.55,4.32,194,-888.88,18.01,2.5,1,0.00,0.006,6.2
12/16/16,23:15:00,0.0787,30.264,-0.204,59.60,0.6,6.87,4.33,215,-888.88,18.60,0.8,1,0.00,0.006,4.6
12/16/16,23:30:00,0.0787,30.264,-0.204,59.30,0.6,6.98,4.33,206,-888.88,18.83,0.0,1,0.00,0.006,0.0
12/16/16,23:45:00,0.0787,30.261,-0.204,59.10,0.6,6.96,4.31,201,-888.88,18.89,0.0,1,0.00,0.006,0.0
12/17/16,00:00:00,0.0787,30.258,-0.204,59.20,0.6,7.05,4.32,199,-888.88,18.95,0.4,1,0.00,0.006,2.1
12/17/16,00:15:00,0.0787,30.252,-0.204,59.60,1.2,7.27,4.33,190,-888.88,19.01,0.8,1,0.00,0.006,2.5
12/17/16,00:30:00,0.0787,30.249,-0.204,59.70,0.6,7.63,4.34,183,-888.88,19.35,1.7,1,0.00,0.006,3.7
12/17/16,00:45:00,0.0787,30.243,-0.204,59.50,1.2,7.77,4.30,185,-888.88,19.58,0.4,1,0.00,0.006,1.7
12/17/16,01:00:00,0.0787,30.237,-0.204,59.50,0.6,8.10,4.32,184,-888.88,19.93,0.0,1,0.00,0.006,0.8
12/17/16,01:15:00,0.0787,30.243,-0.204,58.90,0.6,8.26,4.33,201,-888.88,20.33,1.2,1,0.00,0.006,5.0
12/17/16,01:30:00,0.0787,30.249,-0.204,58.70,1.2,8.51,4.33,191,-888.88,20.67,1.7,1,0.00,0.006,3.7
12/17/16,01:45:00,0.0787,30.246,-0.204,59.00,0.6,8.73,4.32,187,-888.88,20.78,0.8,1,0.00,0.006,5.0
12/17/16,02:00:00,0.0787,30.249,-0.204,59.40,1.2,9.03,4.32,195,-888.88,20.96,2.1,1,0.00,0.006,4.6
12/17/16,02:15:00,0.0795,30.255,-0.204,61.60,8.2,9.30,4.33,184,-888.88,20.39,2.5,1,0.00,0.006,6.2
12/17/16,02:30:00,0.0795,30.255,-0.204,68.40,61.2,11.48,4.34,168,-888.88,20.22,1.7,1,0.00,0.006,6.6
12/17/16,02:45:00,0.0795,30.252,-0.204,75.20,100.0,13.33,4.32,194,-888.88,19.93,2.9,1,0.00,0.006,5.8
12/17/16,03:00:00,0.0795,30.246,-0.204,80.30,100.0,14.88,4.33,195,-888.88,19.99,2.5,1,0.00,0.006,5.4
12/17/16,03:15:00,0.0795,30.234,-0.204,83.00,100.0,15.82,4.33,187,-888.88,20.16,1.2,1,0.00,0.006,4.6
12/17/16,03:30:00,0.0802,30.225,-0.204,84.40,100.0,16.41,4.34,168,-888.88,20.39,0.8,1,0.00,0.006,4.2
12/17/16,03:45:00,0.0802,30.217,-0.204,85.40,100.0,16.75,4.32,159,-888.88,20.44,0.4,1,0.00,0.006,2.9
12/17/16,04:00:00,0.0802,30.208,-0.204,86.50,100.0,17.10,4.33,160,-888.88,20.50,0.0,1,0.00,0.006,0.0
12/17/16,04:15:00,0.0802,30.193,-0.204,87.10,100.0,17.31,4.33,156,-888.88,20.56,0.0,1,0.00,0.006,0.0
12/17/16,04:30:00,0.0809,30.181,-0.204,87.70,100.0,17.69,4.34,140,-888.88,20.78,0.0,1,0.00,0.006,2.1
12/17/16,04:45:00,0.0809,30.175,-0.204,88.30,100.0,18.03,4.32,139,-888.88,20.96,0.0,1,0.00,0.006,0.0
12/17/16,05:00:00,0.0809,30.160,-0.204,89.00,100.0,18.37,4.34,135,-888.88,21.12,0.0,1,0.00,0.006,4.2
12/17/16,05:15:00,0.0816,30.146,-0.204,89.60,100.0,18.91,4.33,129,-888.88,21.52,0.0,1,0.00,0.006,0.0
12/17/16,05:30:00,0.0816,30.143,-0.204,90.00,100.0,19.36,4.34,128,-888.88,21.86,0.0,1,0.00,0.006,0.0
12/17/16,05:45:00,0.0816,30.137,-0.204,90.30,100.0,19.71,4.32,128,-888.88,22.14,0.0,1,0.00,0.006,0.0
12/17/16,06:00:00,0.0824,30.125,-0.204,90.60,100.0,19.96,4.32,129,-888.88,22.30,0.8,1,0.00,0.006,4.2
12/17/16,06:15:00,0.0824,30.113,-0.204,91.00,100.0,20.17,4.33,124,-888.88,22.41,1.2,1,0.00,0.006,5.0
12/17/16,06:30:00,0.0831,30.101,-0.204,91.40,100.0,20.32,4.34,124,-888.88,22.47,0.4,1,0.00,0.006,3.3
12/17/16,06:45:00,0.0831,30.098,-0.204,91.80,100.0,20.75,4.32,124,-888.88,22.80,0.4,1,0.00,0.006,4.6
12/17/16,07:00:00,0.0831,30.095,-0.204,92.10,100.0,21.06,4.33,124,-888.88,23.02,0.8,1,0.00,0.006,3.3
12/17/16,07:15:00,0.0838,30.087,-0.204,92.20,100.0,21.31,4.33,124,-888.88,23.24,0.0,2,0.00,0.006,0.0
12/17/16,07:30:00,0.0838,30.081,-0.204,92.40,100.0,21.69,4.34,124,-888.88,23.57,0.0,4,0.00,0.006,1.2
12/17/16,07:45:00,0.0845,30.075,-0.204,92.40,100.0,22.01,4.32,124,-888.88,23.90,0.0,11,0.00,0.006,0.0
12/17/16,08:00:00,0.0845,30.057,-0.204,92.70,100.0,22.30,4.33,124,-888.88,24.12,0.0,13,0.00,0.006,2.5
12/17/16,08:15:00,0.0853,30.039,-0.204,92.90,100.0,22.62,4.34,124,-888.88,24.39,0.0,13,0.00,0.006,0.0
12/17/16,08:30:00,0.0853,30.022,-0.204,93.20,100.0,23.07,4.34,122,-888.88,24.77,2.1,18,0.00,0.006,4.6
12/17/16,08:45:00,0.0860,30.007,-0.204,93.50,100.0,23.63,4.32,117,-888.88,25.26,0.8,19,0.00,0.006,3.7
12/17/16,09:00:00,0.0867,29.989,-0.204,93.70,100.0,24.06,4.33,102,-888.88,25.63,2.5,19,0.00,0.006,7.1
12/17/16,09:15:00,0.0867,29.974,-0.204,93.90,100.0,24.53,4.34,73,-888.88,26.06,2.9,21,0.00,0.006,4.6
12/17/16,09:30:00,0.0867,29.960,-0.204,94.10,100.0,25.11,4.34,70,-888.88,26.59,2.9,24,0.00,0.006,5.4
12/17/16,09:45:00,0.0874,29.948,-0.204,94.40,100.0,25.72,4.32,67,-888.88,27.12,1.2,23,0.00,0.006,5.0
12/17/16,10:00:00,0.0882,29.939,-0.204,94.50,100.0,26.10,4.33,65,-888.88,27.49,0.0,21,0.00,0.006,0.0
12/17/16,10:15:00,0.0882,29.924,-0.204,94.80,100.0,26.85,4.34,69,-888.88,28.16,0.4,31,0.00,0.006,4.2
12/17/16,10:30:00,0.0889,29.904,-0.204,95.00,100.0,27.63,4.34,67,-888.88,28.89,0.0,37,0.00,0.006,0.0
12/17/16,10:45:00,0.0889,29.886,-0.204,95.10,100.0,28.11,4.43,65,-888.88,29.35,0.8,34,0.00,0.006,5.0
12/17/16,11:00:00,0.0896,29.868,-0.204,95.20,100.0,28.65,4.33,59,-888.88,29.87,0.4,33,0.00,0.006,4.2
12/17/16,11:15:00,0.0904,29.853,-0.204,95.40,100.0,29.35,4.34,55,-888.88,30.53,0.0,27,0.00,0.006,0.0
12/17/16,11:30:00,0.0918,29.830,-0.204,95.40,100.0,29.88,4.34,53,-888.88,31.04,0.0,34,0.00,0.006,0.0
12/17/16,11:45:00,0.0925,29.800,-0.204,95.40,100.0,30.47,4.33,42,-888.88,31.64,2.9,48,0.00,0.006,6.2
12/17/16,12:00:00,0.0925,29.788,-0.204,95.60,100.0,31.26,4.34,13,-888.88,32.39,0.8,43,0.00,0.006,6.6
12/17/16,12:15:00,0.0933,29.774,-0.204,95.70,100.0,31.39,4.34,11,-888.88,32.49,0.0,51,0.00,0.006,0.4
12/17/16,12:30:00,0.0940,29.750,-0.204,95.70,100.0,31.50,4.39,25,-888.88,32.59,0.0,53,0.00,0.006,0.0
12/17/16,12:45:00,0.0940,29.741,-0.204,95.80,100.0,31.57,4.38,37,-888.88,32.64,0.0,36,0.00,0.006,0.0
12/17/16,13:00:00,0.0947,29.744,-0.204,96.00,100.0,31.71,4.39,350,-888.88,32.74,0.0,34,0.00,0.006,4.6
12/17/16,13:15:00,0.0962,29.741,-0.204,96.00,100.0,31.82,4.43,321,-888.88,32.84,0.0,68,0.00,0.006,3.7
12/17/16,13:30:00,0.0969,29.732,-0.204,96.20,100.0,31.82,4.45,314,-888.88,32.79,1.7,48,0.00,0.006,6.6
12/17/16,13:45:00,0.0976,29.726,-0.204,96.20,100.0,30.97,4.45,314,-888.88,31.94,0.8,64,0.00,0.006,5.0
12/17/16,14:00:00,0.0976,29.723,-0.204,96.10,100.0,30.20,4.50,309,-888.88,31.19,3.7,71,0.00,0.006,8.3
12/17/16,14:15:00,0.0962,29.726,-0.204,96.10,100.0,29.53,4.50,299,-888.88,30.53,3.3,21,0.00,0.006,9.5
12/17/16,14:30:00,0.0962,29.732,-0.204,96.10,100.0,28.98,4.49,299,-888.88,29.97,2.1,41,0.00,0.006,7.9
12/17/16,14:45:00,0.0969,29.732,-0.204,96.20,100.0,28.96,4.47,298,-888.88,29.92,0.0,48,0.01,0.006,0.0
12/17/16,15:00:00,0.0969,29.729,-0.204,96.10,100.0,28.53,4.48,275,-888.88,29.51,0.0,26,0.00,0.006,0.0
12/17/16,15:15:00,0.0976,29.735,-0.204,96.10,100.0,28.53,4.50,284,-888.88,29.51,0.0,56,0.00,0.006,0.0
12/17/16,15:30:00,0.0983,29.738,-0.204,96.00,100.0,28.18,4.48,272,-888.88,29.20,0.0,18,0.00,0.006,0.0
12/17/16,15:45:00,0.0983,29.750,-0.204,96.00,100.0,28.18,4.44,271,-888.88,29.20,0.0,7,0.00,0.006,0.0
12/17/16,16:00:00,0.0983,29.759,-0.204,95.90,100.0,28.00,4.44,275,-888.88,29.05,0.0,2,0.00,0.006,0.0
12/17/16,16:15:00,0.0991,29.759,-0.204,95.80,100.0,27.73,4.43,282,-888.88,28.79,0.0,1,0.00,0.006,0.0
12/17/16,16:30:00,0.0991,29.765,-0.204,95.80,100.0,27.52,4.42,282,-888.88,28.58,0.0,1,0.00,0.006,0.0
12/17/16,16:45:00,0.0998,29.771,-0.204,95.80,100.0,27.32,4.39,265,-888.88,28.37,0.0,1,0.00,0.006,0.0
12/17/16,17:00:00,0.0998,29.768,-0.204,95.80,100.0,27.41,4.39,271,-888.88,28.48,0.0,1,0.00,0.006,0.0
12/17/16,17:15:00,0.1005,29.777,-0.204,95.70,100.0,27.28,4.39,263,-888.88,28.37,0.0,1,0.00,0.006,0.0
12/17/16,17:30:00,0.1005,29.777,-0.204,95.70,100.0,27.23,4.39,253,-888.88,28.32,0.0,1,0.00,0.006,0.0
12/17/16,17:45:00,0.1012,29.777,-0.204,95.60,100.0,27.37,4.34,268,-888.88,28.48,0.0,1,0.00,0.006,0.0
12/17/16,18:00:00,0.1012,29.785,-0.204,95.60,100.0,27.46,4.35,263,-888.88,28.58,0.0,1,0.00,0.006,0.0
12/17/16,18:15:00,0.1020,29.788,-0.204,95.60,100.0,27.68,4.35,251,-888.88,28.79,0.0,1,0.00,0.006,0.0
12/17/16,18:30:00,0.1020,29.788,-0.204,95.50,100.0,28.00,4.36,256,-888.88,29.15,0.0,1,0.00,0.006,0.0
12/17/16,18:45:00,0.1027,29.791,-0.204,95.50,100.0,28.17,4.34,236,-888.88,29.30,0.0,1,0.00,0.006,0.0
12/17/16,19:00:00,0.1027,29.797,-0.204,95.30,100.0,28.22,4.34,209,-888.88,29.41,0.0,1,0.00,0.006,0.0
12/17/16,19:15:00,0.1034,29.803,-0.204,95.20,100.0,28.54,4.35,219,-888.88,29.76,0.0,1,0.00,0.006,0.0
12/17/16,19:30:00,0.1034,29.803,-0.204,95.30,100.0,29.19,4.35,183,-888.88,30.38,0.0,1,0.00,0.006,0.0
12/17/16,19:45:00,0.1034,29.806,-0.204,95.30,100.0,29.70,4.33,218,-888.88,30.88,0.0,1,0.00,0.006,0.0
12/17/16,20:00:00,0.1042,29.812,-0.204,95.20,100.0,29.86,4.34,232,-888.88,31.09,0.0,1,0.00,0.006,0.0
12/17/16,20:15:00,0.1042,29.815,-0.204,95.20,100.0,30.16,4.34,222,-888.88,31.39,0.0,1,0.00,0.006,0.0
12/17/16,20:30:00,0.1049,29.806,-0.204,95.30,100.0,30.60,4.35,215,-888.88,31.79,0.0,1,0.00,0.006,0.0
12/17/16,20:45:00,0.1056,29.806,-0.204,95.30,100.0,31.19,4.33,208,-888.88,32.39,0.0,1,0.00,0.006,0.0
12/17/16,21:00:00,0.1063,29.812,-0.204,95.40,100.0,31.77,4.34,219,-888.88,32.94,0.4,1,0.00,0.006,5.8
12/17/16,21:15:00,0.1071,29.809,-0.204,95.50,100.0,32.18,4.34,216,-888.88,33.34,0.8,1,0.00,0.006,5.4
12/17/16,21:30:00,0.1078,29.803,-0.204,95.50,100.0,32.43,4.34,226,-888.88,33.58,2.1,1,0.00,0.006,6.2
12/17/16,21:45:00,0.1092,29.794,-0.204,95.50,100.0,32.52,4.33,216,-888.88,33.68,0.8,1,0.00,0.006,4.6
12/17/16,22:00:00,0.1092,29.785,-0.204,95.60,100.0,32.45,4.34,264,-888.88,33.58,0.4,1,0.00,0.006,4.2
12/17/16,22:15:00,0.1100,29.785,-0.204,95.80,100.0,32.76,4.34,236,-888.88,33.83,0.0,1,0.00,0.006,0.0
12/17/16,22:30:00,0.1100,29.782,-0.204,95.90,100.0,32.88,4.35,222,-888.88,33.93,0.8,1,0.01,0.006,7.1
12/17/16,22:45:00,0.1107,29.774,-0.204,96.00,100.0,33.15,4.33,218,-888.88,34.17,0.4,1,0.00,0.006,4.6
12/17/16,23:00:00,0.1107,29.774,-0.204,96.20,100.0,33.44,4.34,232,-888.88,34.42,2.9,1,0.00,0.006,6.6
12/17/16,23:15:00,0.1114,29.777,-0.204,96.30,100.0,33.91,4.34,247,-888.88,34.86,2.9,1,0.01,0.006,7.5
12/17/16,23:30:00,0.1114,29.765,-0.204,96.30,100.0,33.85,4.34,212,-888.88,34.81,2.9,1,0.00,0.006,6.2
12/17/16,23:45:00,0.1114,29.762,-0.204,96.40,100.0,34.03,4.33,212,-888.88,34.96,0.4,1,0.01,0.006,5.0
12/18/16,00:00:00,0.1121,29.756,-0.204,96.70,100.0,34.59,4.34,208,-888.88,35.44,3.7,1,0.00,0.006,8.7
12/18/16,00:15:00,0.1121,29.744,-0.204,96.90,100.0,35.22,4.34,227,-888.88,36.02,4.2,1,0.01,0.006,10.0
12/18/16,00:30:00,0.1129,29.747,-0.204,97.00,90.0,35.60,4.35,227,-888.88,36.36,4.6,1,0.00,0.006,8.3
12/18/16,00:45:00,0.1129,29.744,-0.204,97.20,90.6,36.12,4.33,229,-888.88,36.84,4.6,1,0.00,0.006,8.3
12/18/16,01:00:00,0.1136,29.741,-0.204,97.30,91.2,36.63,4.34,222,-888.88,37.32,4.2,1,0.00,0.006,9.5
12/18/16,01:15:00,0.1136,29.726,-0.204,97.50,91.2,37.15,4.34,216,-888.88,37.80,5.4,1,0.00,0.006,10.4
12/18/16,01:30:00,0.1143,29.735,-0.204,97.60,91.8,37.65,4.35,219,-888.88,38.27,7.1,1,0.03,0.006,14.9
12/18/16,01:45:00,0.1150,29.735,-0.204,97.60,92.4,37.94,4.33,225,-888.88,38.56,5.0,1,0.09,0.006,11.6
12/18/16,02:00:00,0.1150,29.732,-0.204,97.70,92.4,38.34,4.34,222,-888.88,38.94,5.8,1,0.07,0.006,11.2
12/18/16,02:15:00,0.1158,29.729,-0.204,97.70,92.9,38.95,4.34,219,-888.88,39.55,7.1,1,0.07,0.006,14.5
12/18/16,02:30:00,0.1158,29.729,-0.204,97.80,93.5,39.27,4.35,226,-888.88,39.83,7.1,1,0.06,0.006,15.4
12/18/16,02:45:00,0.1165,29.715,-0.204,97.90,93.5,39.52,4.34,226,-888.88,40.06,5.8,1,0.04,0.006,10.4
12/18/16,03:00:00,0.1165,29.706,-0.204,97.90,94.1,39.52,4.34,222,-888.88,40.06,5.8,1,0.01,0.006,11.6
12/18/16,03:15:00,0.1172,29.691,-0.204,98.10,92.4,39.96,4.34,215,-888.88,40.44,5.0,1,0.00,0.006,9.1
12/18/16,03:30:00,0.1187,29.694,-0.204,98.30,91.8,40.51,4.35,219,-888.88,40.95,5.8,1,0.00,0.006,10.8
