"ID","budburst","bbch.first","leafout","bbch.last","species","individ","bud","frz","tx","dvr","frost","ind"
"BETPAP_G01_1",93,"9",101,"14","BETPAP","BETPAP_G01",1,NA,"A",NA,0,"01"
"BETPAP_G01_10",101,"10",101,"10","BETPAP","BETPAP_G01",10,NA,"A",NA,0,"01"
"BETPAP_G01_11",93,"9",101,"14","BETPAP","BETPAP_G01",11,NA,"A",NA,0,"01"
"BETPAP_G01_12",93,"9",101,"15","BETPAP","BETPAP_G01",12,NA,"A",8,0,"01"
"BETPAP_G01_13",101,"14",101,"14","BETPAP","BETPAP_G01",13,NA,"A",NA,0,"01"
"BETPAP_G01_14",101,"9",101,"9","BETPAP","BETPAP_G01",14,NA,"A",NA,0,"01"
"BETPAP_G01_15",101,"9",101,"9","BETPAP","BETPAP_G01",15,NA,"A",NA,0,"01"
"BETPAP_G01_16",93,"12",101,"15","BETPAP","BETPAP_G01",16,NA,"A",8,0,"01"
"BETPAP_G01_17",93,"10",101,"15","BETPAP","BETPAP_G01",17,NA,"A",8,0,"01"
"BETPAP_G01_18",101,"10",101,"10","BETPAP","BETPAP_G01",18,NA,"A",NA,0,"01"
"BETPAP_G01_19",88,"14",93,"15","BETPAP","BETPAP_G01",19,NA,"A",5,0,"01"
"BETPAP_G01_2",101,"14",101,"14","BETPAP","BETPAP_G01",2,NA,"A",NA,0,"01"
"BETPAP_G01_20",88,"11",93,"15","BETPAP","BETPAP_G01",20,NA,"A",5,0,"01"
"BETPAP_G01_21",88,"13",93,"15","BETPAP","BETPAP_G01",21,NA,"A",5,0,"01"
"BETPAP_G01_23",101,"10",101,"10","BETPAP","BETPAP_G01",23,NA,"A",NA,0,"01"
"BETPAP_G01_24",101,"9",101,"9","BETPAP","BETPAP_G01",24,NA,"A",NA,0,"01"
"BETPAP_G01_25",101,"14",101,"14","BETPAP","BETPAP_G01",25,NA,"A",NA,0,"01"
"BETPAP_G01_3",93,"12",101,"15","BETPAP","BETPAP_G01",3,NA,"A",8,0,"01"
"BETPAP_G01_4",88,"10",93,"15","BETPAP","BETPAP_G01",4,NA,"A",5,0,"01"
"BETPAP_G01_5",88,"13",93,"15","BETPAP","BETPAP_G01",5,NA,"A",5,0,"01"
"BETPAP_G01_6",88,"14",93,"15","BETPAP","BETPAP_G01",6,NA,"A",5,0,"01"
"BETPAP_G01_7",83,"10",93,"15","BETPAP","BETPAP_G01",7,NA,"A",10,0,"01"
"BETPAP_G01_8",83,"10",93,"15","BETPAP","BETPAP_G01",8,NA,"A",10,0,"01"
"BETPAP_G01_9",88,"13",93,"15","BETPAP","BETPAP_G01",9,NA,"A",5,0,"01"
"BETPAP_G02_1",88,"10",93,"15","BETPAP","BETPAP_G02",1,88,"B",5,1,"02"
"BETPAP_G02_10",83,"13",88,"15","BETPAP","BETPAP_G02",10,88,"B",5,1,"02"
"BETPAP_G02_11",88,"12",93,"15","BETPAP","BETPAP_G02",11,88,"B",5,1,"02"
"BETPAP_G02_12",83,"9",93,"15","BETPAP","BETPAP_G02",12,88,"B",10,0,"02"
"BETPAP_G02_13",83,"9",93,"15","BETPAP","BETPAP_G02",13,88,"B",10,0,"02"
"BETPAP_G02_14",83,"10",88,"15","BETPAP","BETPAP_G02",14,88,"B",5,1,"02"
"BETPAP_G02_16",101,"12",101,"12","BETPAP","BETPAP_G02",16,88,"B",NA,1,"02"
"BETPAP_G02_17",101,"9",101,"9","BETPAP","BETPAP_G02",17,88,"B",NA,0,"02"
"BETPAP_G02_18",93,"13",101,"15","BETPAP","BETPAP_G02",18,88,"B",8,1,"02"
"BETPAP_G02_19",93,"12",101,"15","BETPAP","BETPAP_G02",19,88,"B",8,1,"02"
"BETPAP_G02_2",101,"10",101,"10","BETPAP","BETPAP_G02",2,88,"B",NA,1,"02"
"BETPAP_G02_20",101,"10",101,"10","BETPAP","BETPAP_G02",20,88,"B",NA,1,"02"
"BETPAP_G02_21",101,"9",101,"9","BETPAP","BETPAP_G02",21,88,"B",NA,0,"02"
"BETPAP_G02_22",101,"9",101,"9","BETPAP","BETPAP_G02",22,88,"B",NA,0,"02"
"BETPAP_G02_23",101,"9",101,"9","BETPAP","BETPAP_G02",23,88,"B",NA,0,"02"
"BETPAP_G02_3",83,"9",101,"0","BETPAP","BETPAP_G02",3,88,"B",NA,0,"02"
"BETPAP_G02_4",80,"9",101,"0","BETPAP","BETPAP_G02",4,88,"B",NA,0,"02"
"BETPAP_G02_5",83,"9",101,"10","BETPAP","BETPAP_G02",5,88,"B",NA,0,"02"
"BETPAP_G02_6",80,"9",101,"15","BETPAP","BETPAP_G02",6,88,"B",21,0,"02"
"BETPAP_G02_7",80,"9",101,"13","BETPAP","BETPAP_G02",7,88,"B",NA,0,"02"
"BETPAP_G02_8",83,"11",88,"15","BETPAP","BETPAP_G02",8,88,"B",5,1,"02"
"BETPAP_G03_1",109,"13",112,"15","BETPAP","BETPAP_G03",1,NA,"A",3,0,"03"
"BETPAP_G03_10",109,"13",112,"15","BETPAP","BETPAP_G03",10,NA,"A",3,0,"03"
"BETPAP_G03_11",105,"13",109,"15","BETPAP","BETPAP_G03",11,NA,"A",4,0,"03"
"BETPAP_G03_12",105,"9",109,"15","BETPAP","BETPAP_G03",12,NA,"A",4,0,"03"
"BETPAP_G03_13",109,"15",109,"15","BETPAP","BETPAP_G03",13,NA,"A",0,0,"03"
"BETPAP_G03_14",109,"14",112,"15","BETPAP","BETPAP_G03",14,NA,"A",3,0,"03"
"BETPAP_G03_15",93,"9",105,"15","BETPAP","BETPAP_G03",15,NA,"A",12,0,"03"
"BETPAP_G03_16",93,"13",105,"15","BETPAP","BETPAP_G03",16,NA,"A",12,0,"03"
"BETPAP_G03_17",93,"9",109,"15","BETPAP","BETPAP_G03",17,NA,"A",16,0,"03"
"BETPAP_G03_18",105,"9",109,"15","BETPAP","BETPAP_G03",18,NA,"A",4,0,"03"
"BETPAP_G03_2",115,"9",126,"15","BETPAP","BETPAP_G03",2,NA,"A",11,0,"03"
"BETPAP_G03_3",109,"9",112,"15","BETPAP","BETPAP_G03",3,NA,"A",3,0,"03"
"BETPAP_G03_4",115,"9",130,"9","BETPAP","BETPAP_G03",4,NA,"A",NA,0,"03"
"BETPAP_G03_5",126,"9",130,"9","BETPAP","BETPAP_G03",5,NA,"A",NA,0,"03"
"BETPAP_G03_6",130,"9",130,"9","BETPAP","BETPAP_G03",6,NA,"A",NA,0,"03"
"BETPAP_G03_7",109,"14",112,"15","BETPAP","BETPAP_G03",7,NA,"A",3,0,"03"
"BETPAP_G03_8",126,"13",130,"14","BETPAP","BETPAP_G03",8,NA,"A",NA,0,"03"
"BETPAP_G03_9",105,"13",109,"15","BETPAP","BETPAP_G03",9,NA,"A",4,0,"03"
"BETPAP_G04_1",124,"10",136,"13","BETPAP","BETPAP_G04",1,NA,"A",NA,0,"04"
"BETPAP_G04_10",130,"14",136,"15","BETPAP","BETPAP_G04",10,NA,"A",6,0,"04"
"BETPAP_G04_11",126,"15",126,"15","BETPAP","BETPAP_G04",11,NA,"A",0,0,"04"
"BETPAP_G04_12",126,"14",130,"15","BETPAP","BETPAP_G04",12,NA,"A",4,0,"04"
"BETPAP_G04_13",124,"11",126,"15","BETPAP","BETPAP_G04",13,NA,"A",2,0,"04"
"BETPAP_G04_14",124,"11",126,"15","BETPAP","BETPAP_G04",14,NA,"A",2,0,"04"
"BETPAP_G04_15",124,"10",126,"15","BETPAP","BETPAP_G04",15,NA,"A",2,0,"04"
"BETPAP_G04_16",126,"14",130,"15","BETPAP","BETPAP_G04",16,NA,"A",4,0,"04"
"BETPAP_G04_2",130,"9",136,"15","BETPAP","BETPAP_G04",2,NA,"A",6,0,"04"
"BETPAP_G04_20",124,"15",124,"15","BETPAP","BETPAP_G04",20,NA,"A",0,0,"04"
"BETPAP_G04_21",124,"15",124,"15","BETPAP","BETPAP_G04",21,NA,"A",0,0,"04"
"BETPAP_G04_3",124,"10",126,"15","BETPAP","BETPAP_G04",3,NA,"A",2,0,"04"
"BETPAP_G04_4",130,"9",130,"9","BETPAP","BETPAP_G04",4,NA,"A",NA,0,"04"
"BETPAP_G04_6",124,"11",126,"15","BETPAP","BETPAP_G04",6,NA,"A",2,0,"04"
"BETPAP_G04_8",130,"9",136,"15","BETPAP","BETPAP_G04",8,NA,"A",6,0,"04"
"BETPAP_G04_9",130,"15",130,"15","BETPAP","BETPAP_G04",9,NA,"A",0,0,"04"
"BETPAP_G05_1",93,"9",109,"15","BETPAP","BETPAP_G05",1,NA,"A",16,0,"05"
"BETPAP_G05_10",112,"11",115,"15","BETPAP","BETPAP_G05",10,NA,"A",3,0,"05"
"BETPAP_G05_11",112,"14",115,"15","BETPAP","BETPAP_G05",11,NA,"A",3,0,"05"
"BETPAP_G05_12",105,"10",109,"15","BETPAP","BETPAP_G05",12,NA,"A",4,0,"05"
"BETPAP_G05_13",112,"13",115,"15","BETPAP","BETPAP_G05",13,NA,"A",3,0,"05"
"BETPAP_G05_15",105,"15",105,"15","BETPAP","BETPAP_G05",15,NA,"A",0,0,"05"
"BETPAP_G05_16",105,"15",105,"15","BETPAP","BETPAP_G05",16,NA,"A",0,0,"05"
"BETPAP_G05_18",109,"15",109,"15","BETPAP","BETPAP_G05",18,NA,"A",0,0,"05"
"BETPAP_G05_19",115,"13",126,"13","BETPAP","BETPAP_G05",19,NA,"A",NA,0,"05"
"BETPAP_G05_2",93,"9",112,"15","BETPAP","BETPAP_G05",2,NA,"A",19,0,"05"
"BETPAP_G05_20",115,"13",126,"13","BETPAP","BETPAP_G05",20,NA,"A",NA,0,"05"
"BETPAP_G05_21",109,"13",112,"15","BETPAP","BETPAP_G05",21,NA,"A",3,0,"05"
"BETPAP_G05_22",112,"10",115,"15","BETPAP","BETPAP_G05",22,NA,"A",3,0,"05"
"BETPAP_G05_3",93,"9",112,"15","BETPAP","BETPAP_G05",3,NA,"A",19,0,"05"
"BETPAP_G05_4",93,"9",109,"15","BETPAP","BETPAP_G05",4,NA,"A",16,0,"05"
"BETPAP_G05_5",109,"10",112,"15","BETPAP","BETPAP_G05",5,NA,"A",3,0,"05"
"BETPAP_G05_6",124,"9",126,"9","BETPAP","BETPAP_G05",6,NA,"A",NA,0,"05"
"BETPAP_G05_7",112,"14",115,"15","BETPAP","BETPAP_G05",7,NA,"A",3,0,"05"
"BETPAP_G05_8",109,"9",112,"15","BETPAP","BETPAP_G05",8,NA,"A",3,0,"05"
"BETPAP_G06_1",35,"9",52,"15","BETPAP","BETPAP_G06",1,NA,"A",17,0,"06"
"BETPAP_G06_10",38,"15",38,"15","BETPAP","BETPAP_G06",10,NA,"A",0,0,"06"
"BETPAP_G06_11",38,"10",43,"15","BETPAP","BETPAP_G06",11,NA,"A",5,0,"06"
"BETPAP_G06_12",38,"9",47,"15","BETPAP","BETPAP_G06",12,NA,"A",9,0,"06"
"BETPAP_G06_13",38,"9",50,"15","BETPAP","BETPAP_G06",13,NA,"A",12,0,"06"
"BETPAP_G06_14",38,"10",50,"15","BETPAP","BETPAP_G06",14,NA,"A",12,0,"06"
"BETPAP_G06_15",38,"9",50,"15","BETPAP","BETPAP_G06",15,NA,"A",12,0,"06"
"BETPAP_G06_16",40,"9",50,"9","BETPAP","BETPAP_G06",16,NA,"A",NA,0,"06"
"BETPAP_G06_17",38,"10",50,"15","BETPAP","BETPAP_G06",17,NA,"A",12,0,"06"
"BETPAP_G06_18",35,"9",50,"15","BETPAP","BETPAP_G06",18,NA,"A",15,0,"06"
"BETPAP_G06_19",35,"9",47,"15","BETPAP","BETPAP_G06",19,NA,"A",12,0,"06"
"BETPAP_G06_2",35,"9",50,"15","BETPAP","BETPAP_G06",2,NA,"A",15,0,"06"
"BETPAP_G06_20",35,"9",50,"15","BETPAP","BETPAP_G06",20,NA,"A",15,0,"06"
"BETPAP_G06_3",35,"9",50,"11","BETPAP","BETPAP_G06",3,NA,"A",NA,0,"06"
"BETPAP_G06_4",35,"9",50,"15","BETPAP","BETPAP_G06",4,NA,"A",15,0,"06"
"BETPAP_G06_5",38,"9",50,"14","BETPAP","BETPAP_G06",5,NA,"A",NA,0,"06"
"BETPAP_G06_6",38,"9",50,"13","BETPAP","BETPAP_G06",6,NA,"A",NA,0,"06"
"BETPAP_G06_7",38,"9",50,"10","BETPAP","BETPAP_G06",7,NA,"A",NA,0,"06"
"BETPAP_G06_8",38,"14",40,"15","BETPAP","BETPAP_G06",8,NA,"A",2,0,"06"
"BETPAP_G06_9",38,"15",38,"15","BETPAP","BETPAP_G06",9,NA,"A",0,0,"06"
"BETPAP_G07_1",83,"11",88,"15","BETPAP","BETPAP_G07",1,NA,"A",5,0,"07"
"BETPAP_G07_10",88,"9",88,"9","BETPAP","BETPAP_G07",10,NA,"A",NA,0,"07"
"BETPAP_G07_11",80,"9",88,"15","BETPAP","BETPAP_G07",11,NA,"A",8,0,"07"
"BETPAP_G07_12",60,"9",88,"15","BETPAP","BETPAP_G07",12,NA,"A",28,0,"07"
